pre,ACD,FOUT_avg,FOUT_max,FOUT_sum,MLOC_avg,MLOC_max,MLOC_sum,NBD_avg,NBD_max,NBD_sum,NOF_avg,NOF_max,NOF_sum,NOI,NOM_avg,NOM_max,NOM_sum,NOT,NSF_avg,NSF_max,NSF_sum,NSM_avg,NSM_max,NSM_sum,PAR_avg,PAR_max,PAR_sum,TLOC,VG_avg,VG_max,VG_sum,post
1,0,6.26666666666667,52,188,9.7,76,291,1.66666666666667,4,50,4,4,4,0,29,29,29,1,1,1,1,1,1,1,0.633333333333333,3,19,387,3.23333333333333,19,97,TRUE
1,0,6,6,12,18,23,36,3.5,4,7,0,0,0,0,2,2,2,1,0,0,0,0,0,0,2,2,4,45,7,10,14,FALSE
0,0,1.28571428571429,2,9,1.42857142857143,4,10,1.14285714285714,2,8,2,2,2,0,7,7,7,1,0,0,0,0,0,0,0.857142857142857,2,6,37,1.14285714285714,2,8,FALSE
0,0,1.2,2,6,1.6,4,8,1.2,2,6,2,2,2,0,5,5,5,1,0,0,0,0,0,0,0.8,2,4,28,1.2,2,6,FALSE
0,0,7.625,36,61,10.875,43,87,1.625,3,13,0,0,0,0,6,6,6,1,0,0,0,2,2,2,1.25,4,10,133,2.875,9,23,FALSE
0,0,0.5,1,1,2.5,4,5,1.5,2,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,2,3,15,1.5,2,3,FALSE
0,0,17.5,35,35,29.5,58,59,2,3,4,0,0,0,0,2,2,2,1,0,0,0,0,0,0,2,3,4,80,5.5,10,11,FALSE
1,0,1.625,5,13,2,6,16,1.125,2,9,0,0,0,0,8,8,8,1,0,0,0,0,0,0,1,2,8,40,1.125,2,9,TRUE
0,0,1,2,2,3.5,6,7,1.5,2,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,2,3,18,2,3,4,FALSE
0,0,11.7777777777778,84,106,19,138,171,2.22222222222222,8,20,2,4,4,0,4.5,5,9,1,0,0,0,0,0,0,1,3,9,225,4.66666666666667,27,42,TRUE
2,0,7.72727272727273,37,85,11.1818181818182,48,123,1.81818181818182,3,20,1,1,1,0,9,9,9,1,0,0,0,2,2,2,1.27272727272727,3,14,167,3.09090909090909,8,34,TRUE
7,0,6.52173913043478,19,150,11.7391304347826,32,270,2.60869565217391,8,60,1,1,1,0,22,22,22,1,2,2,2,1,1,1,1,2,23,349,3.60869565217391,11,83,TRUE
3,0,7.63157894736842,22,145,10.7368421052632,40,204,2.15789473684211,5,41,5,5,5,0,13,13,13,1,0,0,0,6,6,6,1,3,19,280,3,10,57,TRUE
1,0,11,11,11,7,7,7,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,12,1,1,1,FALSE
0,0,4.19230769230769,22,109,6.34615384615385,28,165,2.11538461538462,8,55,0,0,0,0,26,26,26,1,0,0,0,0,0,0,1.07692307692308,3,28,251,2.53846153846154,9,66,TRUE
1,0,1.73333333333333,8,26,5,27,75,1.6,3,24,7,7,7,0,15,15,15,1,0,0,0,0,0,0,0.6,2,9,118,2.33333333333333,9,35,FALSE
0,0,2.2,6,22,3.5,8,35,1.6,3,16,2,2,2,0,10,10,10,1,0,0,0,0,0,0,0.9,3,9,68,1.6,3,16,FALSE
0,0,1.4,4,7,2.2,6,11,1,2,5,0,0,0,0,5,5,5,1,0,0,0,0,0,0,1.2,3,6,31,1,2,5,TRUE
1,0,3.45454545454545,14,38,6.90909090909091,25,76,1.90909090909091,5,21,2.5,3,5,0,5,5,10,1,0,0,0,0.5,1,1,0.363636363636364,2,4,111,2.90909090909091,9,32,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55,55,55,0,0,0,0,0,0,59,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,15,15,0,7,7,7,0,0,0,0.2,1,3,29,0,0,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,1.66666666666667,2,5,10,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1.5,2,3,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,0,0,0,0,0,0,0.6,3,3,13,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,11,0,0,0,0,0,0,0,0.454545454545455,1,5,16,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,4,4,4,0,0,0,1.25,2,5,12,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,0,0,0,0,0,0,0,0.6,1,6,15,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,3,3,7,0,0,0,FALSE
14,0,6.19178082191781,51,452,10.7808219178082,96,787,2.20547945205479,9,161,0,0,0,0,1,1,1,1,20,20,20,72,72,72,0.972602739726027,3,71,997,3.47945205479452,28,254,TRUE
0,0,1.85714285714286,9,13,3.28571428571429,7,23,1.28571428571429,2,9,3,3,3,0,7,7,7,1,0,0,0,0,0,0,0.857142857142857,3,6,45,1.57142857142857,3,11,TRUE
0,0,0,0,0,2.5,7,10,1.25,2,5,3,3,3,0,4,4,4,1,0,0,0,0,0,0,1,4,4,29,1.25,2,5,FALSE
1,0,1.5,2,3,9.5,18,19,3,5,6,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2.5,3,5,31,3.5,6,7,FALSE
0,0,7.66666666666667,13,23,14,25,42,3.33333333333333,5,10,0,0,0,0,3,3,3,1,0,0,0,0,0,0,1.66666666666667,2,5,58,3.33333333333333,5,10,FALSE
0,0,4,6,8,10,12,20,3,4,6,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,2,3,31,3,4,6,FALSE
0,0,0.307692307692308,2,4,2.46153846153846,8,32,1.38461538461538,2,18,7,7,7,0,13,13,13,1,1,1,1,0,0,0,0.538461538461538,2,7,71,1.46153846153846,3,19,TRUE
1,0,9,16,27,9.33333333333333,21,28,1.33333333333333,2,4,0,0,0,0,3,3,3,1,0,0,0,0,0,0,1,2,3,37,2.33333333333333,5,7,FALSE
1,0,4.52941176470588,17,77,7.05882352941176,25,120,1.76470588235294,5,30,3,3,3,0,15,15,15,1,1,1,1,2,2,2,0.705882352941177,2,12,187,2.23529411764706,6,38,TRUE
0,0,4.09090909090909,16,45,6.18181818181818,28,68,1.54545454545455,4,17,1,1,1,0,11,11,11,1,0,0,0,0,0,0,0.727272727272727,2,8,118,2,7,22,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0.666666666666667,1,2,8,0,0,0,FALSE
0,0,3.72727272727273,15,41,6.09090909090909,24,67,1.90909090909091,5,21,2,2,2,0,11,11,11,1,0,0,0,0,0,0,0.727272727272727,2,8,120,2.09090909090909,5,23,FALSE
4,0,8.8,40,176,16.5,57,330,2.85,7,57,1,1,1,0,14,14,14,1,1,1,1,6,6,6,1.1,2,22,421,5,18,100,FALSE
0,0,1.33333333333333,3,12,2.11111111111111,6,19,1.22222222222222,2,11,1,1,1,0,9,9,9,1,0,0,0,0,0,0,0.333333333333333,1,3,53,1.22222222222222,2,11,FALSE
0,0,5.4,15,54,9.4,32,94,2.1,5,21,1,1,1,0,10,10,10,1,0,0,0,0,0,0,0.7,2,7,143,2.8,8,28,FALSE
0,0,2.90909090909091,11,32,2.36363636363636,9,26,1.18181818181818,2,13,2,2,2,0,11,11,11,1,0,0,0,0,0,0,0.454545454545455,2,5,64,1.27272727272727,3,14,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,0,0,0,0,0,0,0,0.428571428571429,2,3,11,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1.5,2,3,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,1,2,3,8,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,6,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,3,3,4,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,3,3,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4,4,4,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,4,4,0,0,0,3,3,3,8,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,6,0,0,0,FALSE
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,0,0,0,0,0,0,0,1,2,7,14,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,1,2,3,6,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,FALSE
0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,1,4,4,4,0,2,2,2,0,0,0,0.75,2,3,10,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,0,0,0,0,0,0,0.2,1,1,8,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,13,13,0,1,1,1,0,0,0,1,2,13,20,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,0,0,0,0,0,0.666666666666667,1,6,18,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,7,7,0,0,0,0,0,0,10,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,1,1,3,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0.5,1,1,6,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,14,14,0,1,1,1,0,0,0,1.14285714285714,2,16,18,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0.333333333333333,1,1,6,0,0,0,FALSE
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,0,0,0,0,0,0,0,0.4,1,4,13,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,5,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,16,16,0,17,17,17,0,0,0,1.625,4,26,36,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,1,1,3,6,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,0,0,0,0,0,0,0.8,1,4,8,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,0,0,0,0,0,0,1,1,5,8,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,0,0,0,0,0,0,0,1,1,8,12,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,0,0,0,0,0,0,0,0.666666666666667,1,4,9,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0.5,1,1,5,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,2.5,3,5,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,0,0,0,0,0,0,0.6,1,3,8,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0,0,0,0,0,0,12,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,1,1,1,0,0,0,0.2,1,1,10,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,5,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,0,0,0,0,0,0,0,1.3,2,13,14,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,42,42,42,0,0,0,1,1,2,49,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,1,2,4,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0.5,1,1,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,1,1,4,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,19,19,0,0,0,0,0,0,0,0.578947368421053,3,11,29,0,0,0,FALSE
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95,95,95,0,0,0,0,0,0,109,0,0,0,FALSE
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,46,46,0,13,13,13,0,0,0,0.847826086956522,3,39,71,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,1,1,1,0,0,0,0.333333333333333,1,3,16,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,0,0,0,0,0,0,0,0.375,1,3,12,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,0,0,0,0,0,0,0,0.833333333333333,3,5,13,0,0,0,FALSE
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,10,10,0,0,0,0,0,0,18,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0.5,1,1,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,0,0,0,0,0,0,0.2,1,1,10,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,11,0,0,0,0,0,0,0,0.454545454545455,2,5,20,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0.5,1,1,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,6,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,0,0,0,0,0,0,0,0.428571428571429,1,3,12,0,0,0,TRUE
0,0,0,0,0,0.166666666666667,2,2,0,0,0,0,0,0,1,12,12,12,0,4,4,4,0,0,0,1,2,12,24,0,0,0,TRUE
2,0,1,3,7,1.71428571428571,3,12,1,1,7,2,2,2,0,7,7,7,1,0,0,0,0,0,0,0.285714285714286,1,2,31,1.28571428571429,2,9,FALSE
0,0,0,0,0,1,1,3,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,1.33333333333333,2,4,13,1,1,3,FALSE
0,0,1,2,2,2,4,4,1.5,2,3,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0,0,0,14,1.5,2,3,FALSE
0,0,2.16666666666667,5,13,9.83333333333333,17,59,1.83333333333333,3,11,2,2,2,0,6,6,6,1,0,0,0,0,0,0,1.83333333333333,3,11,81,3.5,6,21,FALSE
0,0,1.10714285714286,5,31,2.60714285714286,9,73,1.25,2,35,8,8,8,0,28,28,28,1,1,1,1,0,0,0,0.5,2,14,153,1.60714285714286,5,45,FALSE
0,0,0,0,0,1,1,3,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,1.33333333333333,2,4,15,1,1,3,FALSE
0,0,3.36363636363636,12,74,7.18181818181818,31,158,1.63636363636364,3,36,2,2,2,0,19,19,19,1,0,0,0,3,3,3,1.13636363636364,2,25,229,2.45454545454545,10,54,FALSE
0,0,0.2,1,1,1,1,5,1,1,5,2,2,2,0,5,5,5,1,0,0,0,0,0,0,0.6,1,3,21,1,1,5,FALSE
0,0,0.2,1,1,0.2,1,1,1,1,5,0,0,0,0,5,5,5,1,0,0,0,0,0,0,1.2,2,6,18,1,1,5,FALSE
0,0,0.166666666666667,1,1,0.5,1,3,1,1,6,1,1,1,0,6,6,6,1,0,0,0,0,0,0,0.5,1,3,21,1,1,6,FALSE
0,2,4.42857142857143,8,31,7.85714285714286,17,55,1.85714285714286,4,13,2,2,2,0,7,7,7,1,1,1,1,0,0,0,1.14285714285714,2,8,91,2.42857142857143,6,17,FALSE
0,0,4.64285714285714,20,65,7.14285714285714,27,100,2.21428571428571,6,31,2,2,2,0,13,13,13,1,2,2,2,1,1,1,0.5,2,7,148,2.5,9,35,FALSE
1,1,5.83333333333333,21,70,8.75,24,105,2.5,7,30,0,0,0,0,12,12,12,1,1,1,1,0,0,0,0.583333333333333,2,7,148,2.83333333333333,7,34,FALSE
4,10,10.2222222222222,38,368,20.4444444444444,74,736,2.86111111111111,6,103,4,4,4,0,35,35,35,1,0,0,0,1,1,1,1.63888888888889,3,59,834,4.61111111111111,14,166,FALSE
0,1,3.90909090909091,13,43,7,27,77,1.36363636363636,3,15,2,2,2,0,11,11,11,1,5,5,5,0,0,0,1.18181818181818,3,13,130,2.18181818181818,6,24,FALSE
0,2,6.6,17,33,14.8,37,74,1.6,3,8,2,2,2,0,5,5,5,1,0,0,0,0,0,0,1.8,3,9,106,3,5,15,FALSE
0,0,4.08333333333333,12,49,6,24,72,1.5,3,18,2,2,2,0,11,11,11,1,1,1,1,1,1,1,0.833333333333333,2,10,114,2.08333333333333,8,25,FALSE
0,0,8.33333333333333,11,25,8.66666666666667,11,26,1.66666666666667,3,5,1,1,1,0,3,3,3,1,1,1,1,0,0,0,0.666666666666667,1,2,49,2.33333333333333,5,7,FALSE
0,0,8.33333333333333,11,25,8.66666666666667,11,26,1.66666666666667,3,5,1,1,1,0,3,3,3,1,1,1,1,0,0,0,0.666666666666667,1,2,49,2.33333333333333,5,7,FALSE
1,0,7.83333333333333,16,47,10.3333333333333,17,62,1.66666666666667,3,10,4,4,4,0,6,6,6,1,2,2,2,0,0,0,0.666666666666667,1,4,102,3.16666666666667,7,19,FALSE
0,3,6.04347826086957,21,139,11.304347826087,48,260,1.95652173913043,6,45,4,5,8,0,10,16,20,1,0.5,1,1,1,2,2,0.608695652173913,2,14,337,3,10,69,FALSE
0,0,5,22,30,5.5,24,33,1.16666666666667,2,7,1,1,1,0,6,6,6,1,2,2,2,0,0,0,1.16666666666667,2,7,66,1.5,4,9,FALSE
1,1,6.27272727272727,23,69,10.3636363636364,42,114,1.54545454545455,3,17,4,4,4,0,11,11,11,1,0,0,0,0,0,0,0.636363636363636,3,7,154,2.63636363636364,5,29,FALSE
0,0,7.25,22,29,7.75,24,31,1.25,2,5,1,1,1,0,4,4,4,1,2,2,2,0,0,0,0.75,1,3,60,1.75,4,7,FALSE
0,0,2.09090909090909,9,23,6.81818181818182,20,75,1.45454545454545,3,16,6,6,6,0,11,11,11,1,0,0,0,0,0,0,1.09090909090909,2,12,109,2.36363636363636,5,26,FALSE
3,0,4.1,19,41,6.9,33,69,1.9,5,19,0,0,0,0,10,10,10,1,0,0,0,0,0,0,1,3,10,96,2.4,8,24,FALSE
1,1,6,18,30,10.6,29,53,1.6,3,8,0,0,0,0,5,5,5,1,5,5,5,0,0,0,1,3,5,87,2.4,5,12,FALSE
0,0,3,5,15,3.2,5,16,1.2,2,6,1,1,1,0,5,5,5,1,1,1,1,0,0,0,0.8,2,4,40,1.2,2,6,FALSE
3,0,12.6666666666667,23,38,13.3333333333333,27,40,1,1,3,1,1,1,0,3,3,3,1,2,2,2,0,0,0,0.333333333333333,1,1,70,1.66666666666667,3,5,FALSE
1,0,12,21,36,11,20,33,1,1,3,1,1,1,0,3,3,3,1,2,2,2,0,0,0,0.333333333333333,1,1,55,1.66666666666667,3,5,FALSE
1,0,8,25,40,8,28,40,1.6,4,8,2,2,2,0,5,5,5,1,2,2,2,0,0,0,0.4,1,2,76,1.8,5,9,FALSE
2,1,2.58333333333333,16,31,5.75,24,69,1.58333333333333,4,19,9,9,9,0,11,11,11,1,0,0,0,0,0,0,0.833333333333333,3,10,115,2.16666666666667,8,26,FALSE
0,0,6,17,24,7,20,28,1.5,3,6,1,1,1,0,4,4,4,1,1,1,1,0,0,0,1.25,2,5,49,2,5,8,FALSE
0,0,5,14,20,5.5,15,22,1.25,2,5,2,2,2,0,4,4,4,1,0,0,0,0,0,0,1,2,4,45,1.75,4,7,FALSE
0,0,3.25,13,13,3.75,11,15,1.25,2,5,1,1,1,0,4,4,4,1,0,0,0,0,0,0,1.25,2,5,31,1.5,3,6,FALSE
0,0,3.5,14,14,3.75,11,15,1.25,2,5,1,1,1,0,4,4,4,1,0,0,0,0,0,0,1.25,2,5,31,1.5,3,6,FALSE
1,0,2.2,12,22,3.7,15,37,1.2,2,12,3,3,3,0,10,10,10,1,2,2,2,0,0,0,1.2,2,12,73,1.6,4,16,FALSE
1,0,2.875,9,23,4.375,16,35,1.875,6,15,0,0,0,0,8,8,8,1,1,1,1,0,0,0,0.625,2,5,66,2,6,16,FALSE
0,0,4.8,12,24,5.6,14,28,1.4,2,7,1,1,1,0,5,5,5,1,1,1,1,0,0,0,0.6,1,3,56,1.8,3,9,FALSE
2,3,5.72727272727273,15,63,11.1818181818182,26,123,2.09090909090909,4,23,4,4,4,0,10,10,10,1,2,2,2,0,0,0,1.36363636363636,3,15,174,3.09090909090909,9,34,FALSE
0,0,0,0,0,0.857142857142857,2,6,1,1,7,1,1,1,0,7,7,7,1,0,0,0,0,0,0,0.857142857142857,1,6,26,1.14285714285714,2,8,FALSE
2,4,4,16,72,7,29,126,1.44444444444444,4,26,5,5,5,0,16,16,16,1,3,3,3,0,0,0,1.22222222222222,4,22,194,2.55555555555556,10,46,FALSE
0,2,4.8,7,24,20.2,37,101,2.4,4,12,6,6,6,0,5,5,5,1,0,0,0,0,0,0,1.8,3,9,133,5,13,25,FALSE
0,1,4.1,15,41,5.2,22,52,1.6,3,16,0,0,0,0,10,10,10,1,1,1,1,0,0,0,0.6,2,6,93,1.9,4,19,FALSE
1,7,6.5,22,143,10.0909090909091,43,222,1.68181818181818,5,37,7,7,7,0,22,22,22,1,6,6,6,0,0,0,0.863636363636364,3,19,302,2.27272727272727,7,50,FALSE
1,2,3.66666666666667,16,55,5.4,19,81,1.4,3,21,4,4,4,0,14,14,14,1,0,0,0,0,0,0,0.8,2,12,125,2.2,8,33,FALSE
0,0,1.83333333333333,5,11,1.66666666666667,4,10,1,1,6,0,0,0,0,6,6,6,1,1,1,1,0,0,0,0.666666666666667,2,4,34,1,1,6,FALSE
1,0,2.4,9,24,7.9,26,79,1.7,5,17,4,4,4,0,10,10,10,1,1,1,1,0,0,0,0.7,2,7,97,2.5,8,25,FALSE
